Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maine,Nursing home/long term care facility,572,6631,362,59,,879,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maine,Other,19,1852,27,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maine,Place of death unknown,,16,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,Total - All Places of Death,12198,112805,11025,5074,158,18288,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,"Healthcare setting, inpatient",7327,29949,7295,3834,111,10884,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,"Healthcare setting, outpatient or emergency room",431,7626,329,77,,690,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,"Healthcare setting, dead on arrival",,132,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,Decedent's home,862,36453,734,178,10,1428,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,Hospice facility,889,11229,1357,471,14,1788,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,Nursing home/long term care facility,2215,15917,1006,422,15,2811,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,Other,466,11499,298,91,,674,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Maryland,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,Total - All Places of Death,15549,131509,13218,6543,232,22444,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,"Healthcare setting, inpatient",9078,42754,9699,5225,168,13714,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,"Healthcare setting, outpatient or emergency room",443,8869,345,104,12,693,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,"Healthcare setting, dead on arrival",19,1163,,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,Decedent's home,730,39030,820,185,21,1385,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,Hospice facility,123,6066,309,58,12,386,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,Nursing home/long term care facility,4718,25619,1840,902,18,5672,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,Other,438,8007,198,67,,570,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Massachusetts,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,Total - All Places of Death,26012,226887,23784,13791,303,36289,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,"Healthcare setting, inpatient",18354,69747,18938,11930,226,25572,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,"Healthcare setting, outpatient or emergency room",1043,13476,964,417,14,1604,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,"Healthcare setting, dead on arrival",10,388,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,Decedent's home,2456,85232,1685,631,23,3533,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,Hospice facility,694,16708,472,133,,1036,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,Nursing home/long term care facility,3210,33466,1520,581,33,4179,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,Other,244,7847,200,98,,350,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Michigan,Place of death unknown,,23,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,Total - All Places of Death,10740,101788,8870,4141,163,15626,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,"Healthcare setting, inpatient",5409,26346,5595,3048,102,8054,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,"Healthcare setting, outpatient or emergency room",205,3598,170,61,,315,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,"Healthcare setting, dead on arrival",,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,Decedent's home,1128,33858,1066,299,19,1914,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,Hospice facility,59,3026,145,22,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,Nursing home/long term care facility,3765,29537,1759,676,35,4881,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,Other,166,5225,132,34,,266,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Minnesota,Place of death unknown,,101,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,Total - All Places of Death,10952,78380,10385,5901,102,15522,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,"Healthcare setting, inpatient",7921,26714,8454,5104,73,11330,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,"Healthcare setting, outpatient or emergency room",604,6796,435,192,10,856,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,"Healthcare setting, dead on arrival",11,158,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,Decedent's home,947,26618,576,197,12,1337,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,Hospice facility,150,2862,250,90,,312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,Nursing home/long term care facility,1214,9957,603,294,,1526,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,Other,105,5273,63,22,,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Mississippi,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,Total - All Places of Death,16565,149489,14391,8013,230,23159,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,"Healthcare setting, inpatient",11122,46595,11019,6658,156,15630,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,"Healthcare setting, outpatient or emergency room",443,8187,369,146,11,677,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,"Healthcare setting, dead on arrival",,92,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,Decedent's home,1223,50145,1044,368,22,1919,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,Hospice facility,200,5797,310,105,12,417,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,Nursing home/long term care facility,3437,31395,1542,691,23,4308,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,Other,137,7278,106,44,,204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Missouri,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,Total - All Places of Death,3009,24270,2504,1580,39,3972,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,"Healthcare setting, inpatient",1997,7695,1914,1309,21,2623,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,"Healthcare setting, outpatient or emergency room",67,895,59,27,0,99,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,"Healthcare setting, dead on arrival",,24,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,Decedent's home,303,8298,195,86,,416,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,Hospice facility,46,900,72,35,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,Nursing home/long term care facility,576,5088,244,116,13,717,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,Other,18,1370,20,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,Total - All Places of Death,4057,38013,3805,1806,57,6112,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,"Healthcare setting, inpatient",2558,11465,2680,1478,38,3797,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,"Healthcare setting, outpatient or emergency room",117,2028,86,25,,180,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,"Healthcare setting, dead on arrival",0,25,0,0,0,0,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,Decedent's home,311,10527,333,75,,573,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,Hospice facility,36,1010,65,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,Nursing home/long term care facility,849,9095,540,193,,1204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,Other,186,3863,101,26,,265,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,Total - All Places of Death,8980,64218,10059,7001,64,12100,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,"Healthcare setting, inpatient",6727,22028,8099,5762,40,9103,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,"Healthcare setting, outpatient or emergency room",305,5434,326,170,,466,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,"Healthcare setting, dead on arrival",,19,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,Decedent's home,827,21588,520,300,13,1060,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,Hospice facility,791,8036,792,569,,1018,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,Nursing home/long term care facility,235,3841,223,141,0,317,
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,Other,94,3266,98,58,,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,Nevada,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,Total - All Places of Death,1982,27159,1842,737,38,3122,
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,"Healthcare setting, inpatient",959,7075,1272,606,32,1655,
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,"Healthcare setting, outpatient or emergency room",34,1130,37,,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,"Healthcare setting, dead on arrival",,28,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,Decedent's home,161,9902,174,34,,304,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,Hospice facility,16,1152,41,,0,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,Nursing home/long term care facility,768,6247,288,80,,977,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,Other,42,1617,29,,0,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Hampshire,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Jersey,Total - All Places of Death,27370,176905,21653,13803,162,35366,
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Jersey,"Healthcare setting, inpatient",18778,64224,16569,11154,116,24298,
01/06/2022,01/01/2020,01/01/2022,By Total,,,New Jersey,"Healthcare setting, outpatient or emergency room",791,9836,512,227,,1082,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
