Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
11/23/2022,11/01/2022,11/19/2022,By Month,North Carolina,Other,12
11/23/2022,11/01/2022,11/19/2022,By Month,North Carolina,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,Total - All Places of Death,
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,"Healthcare setting, inpatient",
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,"Healthcare setting, outpatient or emergency room",0
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,Hospice facility,0
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,Nursing home/long term care facility,0
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,North Dakota,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,Total - All Places of Death,117
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,"Healthcare setting, inpatient",40
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,Decedent's home,13
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,Hospice facility,22
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,Nursing home/long term care facility,38
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Ohio,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,Total - All Places of Death,32
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,"Healthcare setting, inpatient",17
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,Oklahoma,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,Total - All Places of Death,22
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,"Healthcare setting, inpatient",
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Oregon,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,Total - All Places of Death,273
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,"Healthcare setting, inpatient",122
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,"Healthcare setting, outpatient or emergency room",11
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,Decedent's home,37
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,Hospice facility,11
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,Nursing home/long term care facility,89
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Pennsylvania,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,Total - All Places of Death,16
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,"Healthcare setting, inpatient",
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,Rhode Island,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,Total - All Places of Death,39
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,"Healthcare setting, inpatient",12
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,"Healthcare setting, outpatient or emergency room",0
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,Decedent's home,11
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,South Carolina,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,Total - All Places of Death,13
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,"Healthcare setting, inpatient",
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,Decedent's home,0
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,South Dakota,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,Total - All Places of Death,116
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,"Healthcare setting, inpatient",51
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,Decedent's home,27
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,Nursing home/long term care facility,30
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Tennessee,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,Total - All Places of Death,108
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,"Healthcare setting, inpatient",47
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,Decedent's home,21
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,Nursing home/long term care facility,25
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Texas,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,Total - All Places of Death,26
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,"Healthcare setting, inpatient",14
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,Hospice facility,0
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,Utah,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,Total - All Places of Death,12
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,"Healthcare setting, inpatient",
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,"Healthcare setting, outpatient or emergency room",0
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Vermont,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,Total - All Places of Death,80
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,"Healthcare setting, inpatient",33
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,Decedent's home,19
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,Hospice facility,0
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,Nursing home/long term care facility,25
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Virginia,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,Total - All Places of Death,54
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,"Healthcare setting, inpatient",28
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,"Healthcare setting, outpatient or emergency room",0
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,Hospice facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,Nursing home/long term care facility,14
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,Other,
11/23/2022,11/01/2022,11/19/2022,By Month,Washington,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,Total - All Places of Death,40
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,"Healthcare setting, inpatient",13
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,Hospice facility,10
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,West Virginia,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,Total - All Places of Death,114
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,"Healthcare setting, inpatient",41
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,Decedent's home,17
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,Hospice facility,11
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,Nursing home/long term care facility,21
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,Other,19
11/23/2022,11/01/2022,11/19/2022,By Month,Wisconsin,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,Total - All Places of Death,10
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,"Healthcare setting, inpatient",
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,"Healthcare setting, outpatient or emergency room",0
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,Hospice facility,0
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,Wyoming,Place of death unknown,0
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,Total - All Places of Death,46
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,"Healthcare setting, inpatient",36
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,"Healthcare setting, outpatient or emergency room",
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,"Healthcare setting, dead on arrival",0
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,Decedent's home,
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,Hospice facility,0
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,Nursing home/long term care facility,
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,Other,0
11/23/2022,11/01/2022,11/19/2022,By Month,Puerto Rico,Place of death unknown,0
