Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,Nursing home/long term care facility,18
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,Total - All Places of Death,
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,North Dakota,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,Total - All Places of Death,151
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,"Healthcare setting, inpatient",46
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,Decedent's home,23
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,Hospice facility,28
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,Nursing home/long term care facility,50
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Ohio,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,Total - All Places of Death,56
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,"Healthcare setting, inpatient",26
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,Nursing home/long term care facility,19
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Oklahoma,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,Total - All Places of Death,42
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,"Healthcare setting, inpatient",19
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,Decedent's home,12
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,Nursing home/long term care facility,10
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Oregon,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,Total - All Places of Death,306
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,"Healthcare setting, inpatient",150
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,"Healthcare setting, dead on arrival",
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,Decedent's home,39
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,Hospice facility,14
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,Nursing home/long term care facility,88
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Pennsylvania,Place of death unknown,
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,Total - All Places of Death,15
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Rhode Island,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,Total - All Places of Death,72
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,"Healthcare setting, inpatient",26
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,Decedent's home,17
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,Hospice facility,11
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,Nursing home/long term care facility,15
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,South Carolina,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,Total - All Places of Death,15
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,South Dakota,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,Total - All Places of Death,132
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,"Healthcare setting, inpatient",52
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,Decedent's home,32
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,Nursing home/long term care facility,39
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Tennessee,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,Total - All Places of Death,212
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,"Healthcare setting, inpatient",105
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,Decedent's home,43
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,Hospice facility,14
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,Nursing home/long term care facility,40
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Texas,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,Total - All Places of Death,23
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Utah,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,Total - All Places of Death,10
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Vermont,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,Total - All Places of Death,105
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,"Healthcare setting, inpatient",44
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,Decedent's home,27
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,Nursing home/long term care facility,26
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Virginia,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,Total - All Places of Death,73
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,"Healthcare setting, inpatient",32
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,Decedent's home,13
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,Nursing home/long term care facility,20
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Washington,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,Total - All Places of Death,53
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,"Healthcare setting, inpatient",14
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,Decedent's home,12
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,Hospice facility,11
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,Nursing home/long term care facility,14
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,West Virginia,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,Total - All Places of Death,70
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,"Healthcare setting, inpatient",37
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,Hospice facility,10
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Wisconsin,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,Total - All Places of Death,
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,Decedent's home,0
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Wyoming,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,Total - All Places of Death,62
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,"Healthcare setting, inpatient",51
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Puerto Rico,Place of death unknown,0
