Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maine,Place of death unknown,,20,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,Total - All Places of Death,16346,155310,14873,6732,194,24654,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,"Healthcare setting, inpatient",9694,41246,9764,5054,128,14511,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,"Healthcare setting, outpatient or emergency room",621,10450,440,102,13,972,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,"Healthcare setting, dead on arrival",,167,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,Decedent's home,1388,50453,1068,285,15,2184,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,Hospice facility,1300,15706,1863,650,16,2528,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,Nursing home/long term care facility,2686,21436,1286,510,18,3477,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,Other,648,15852,444,130,,966,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Maryland,Place of death unknown,0,0,0,0,0,0,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,Total - All Places of Death,19180,177094,16838,8075,315,28239,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,"Healthcare setting, inpatient",11345,58023,12481,6519,223,17520,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,"Healthcare setting, outpatient or emergency room",621,12214,472,142,18,965,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,"Healthcare setting, dead on arrival",24,1566,10,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,Decedent's home,1171,53012,1092,276,23,2009,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,Hospice facility,184,8071,392,72,14,518,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,Nursing home/long term care facility,5287,33379,2151,986,30,6478,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,Other,548,10828,240,78,,717,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Massachusetts,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,Total - All Places of Death,33624,306632,30740,17335,401,47398,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,"Healthcare setting, inpatient",23047,93864,24226,14771,289,32764,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,"Healthcare setting, outpatient or emergency room",1442,18391,1276,554,19,2182,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,"Healthcare setting, dead on arrival",15,556,,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,Decedent's home,3813,115397,2435,985,41,5303,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,Hospice facility,1012,23107,614,180,,1452,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,Nursing home/long term care facility,3979,44730,1917,722,41,5212,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,Other,315,10551,264,122,,462,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Michigan,Place of death unknown,,36,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,Total - All Places of Death,13553,138111,11500,5141,213,20113,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,"Healthcare setting, inpatient",6909,36358,7302,3775,128,10555,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,"Healthcare setting, outpatient or emergency room",277,5005,225,78,,429,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,"Healthcare setting, dead on arrival",10,130,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,Decedent's home,1644,46160,1399,414,28,2656,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,Hospice facility,98,4114,193,38,,258,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,Nursing home/long term care facility,4383,39252,2199,784,44,5840,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,Other,230,6946,175,50,,358,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Minnesota,Place of death unknown,,146,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,Total - All Places of Death,13842,105102,13168,7136,133,19982,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,"Healthcare setting, inpatient",9578,35115,10652,6085,92,14218,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,"Healthcare setting, outpatient or emergency room",819,9170,552,241,12,1141,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,"Healthcare setting, dead on arrival",15,207,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,Decedent's home,1397,36051,799,293,15,1917,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,Hospice facility,288,4411,341,133,,499,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,Nursing home/long term care facility,1574,12882,731,343,,1967,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,Other,171,7265,88,38,,222,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Mississippi,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,Total - All Places of Death,21469,201820,18995,10396,307,30350,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,"Healthcare setting, inpatient",14271,62724,14582,8610,208,20435,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,"Healthcare setting, outpatient or emergency room",631,11153,492,196,15,940,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,"Healthcare setting, dead on arrival",,122,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,Decedent's home,1854,68118,1425,544,31,2764,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,Hospice facility,314,7917,435,155,15,607,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,Nursing home/long term care facility,4203,41916,1930,834,32,5328,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,Other,192,9870,129,55,,271,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Missouri,Place of death unknown,0,0,0,0,0,0,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,Total - All Places of Death,3681,32772,3192,1909,61,5023,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,"Healthcare setting, inpatient",2441,10418,2428,1572,33,3328,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,"Healthcare setting, outpatient or emergency room",84,1210,75,29,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,"Healthcare setting, dead on arrival",,36,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,Decedent's home,391,11257,255,110,,544,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,Hospice facility,72,1263,109,53,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,Nursing home/long term care facility,666,6695,300,138,15,843,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,Other,24,1893,25,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Montana,Place of death unknown,0,0,0,0,0,0,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,Total - All Places of Death,5184,51325,4966,2312,92,7926,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,"Healthcare setting, inpatient",3222,15540,3537,1889,60,4926,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,"Healthcare setting, outpatient or emergency room",144,2705,105,33,,218,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,"Healthcare setting, dead on arrival",0,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,Decedent's home,460,14168,438,119,,788,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,Hospice facility,67,1480,81,14,,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,Nursing home/long term care facility,1049,12084,675,224,13,1513,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,Other,242,5286,128,33,,344,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,Total - All Places of Death,11507,87449,13091,8766,93,15919,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,"Healthcare setting, inpatient",8364,29544,10346,7111,56,11652,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,"Healthcare setting, outpatient or emergency room",416,7219,425,223,,626,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,"Healthcare setting, dead on arrival",,19,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,Decedent's home,1205,29557,766,448,18,1539,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,Hospice facility,1089,10809,1133,739,,1491,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,Nursing home/long term care facility,316,5750,308,183,0,441,
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,Other,116,4544,112,61,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,Nevada,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,Total - All Places of Death,2640,37334,2525,1020,53,4194,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,"Healthcare setting, inpatient",1339,9963,1777,844,36,2306,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,"Healthcare setting, outpatient or emergency room",62,1608,55,10,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,"Healthcare setting, dead on arrival",,36,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,Decedent's home,267,13618,242,52,10,466,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,Hospice facility,33,1613,64,10,0,87,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,Nursing home/long term care facility,877,8225,350,95,,1137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,Other,60,2262,36,,0,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Hampshire,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Jersey,Total - All Places of Death,33153,235607,26584,16448,195,43463,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Jersey,"Healthcare setting, inpatient",22753,85294,20550,13354,140,30074,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Jersey,"Healthcare setting, outpatient or emergency room",970,13153,613,264,10,1327,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Jersey,"Healthcare setting, dead on arrival",44,767,17,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Jersey,Decedent's home,2245,74039,1245,520,16,2984,
09/21/2022,01/01/2020,09/17/2022,By Total,,,New Jersey,Hospice facility,729,7650,587,315,,1005,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
